연도,파일명,감사사항,감사종류,감사분야,담당부서,분류,관련도,매칭키워드,총매칭수,첫매칭쪽,쪽수,본문글자수,정보화사업,전산시스템,정보시스템,시스템운영,시스템유지관리,참고:정보화,참고:전산,참고:소프트웨어,참고:데이터베이스,참고:홈페이지,참고:정보보안,참고:개인정보,참고:디지털,발췌,형식,ZIP내부파일,오류
2025,20250414_변상판정 청구사항 조사 및 처리.pdf,변상판정 청구사항 조사 및 처리 ,기타(서면),기타,사회복지2과,무관,,,0,,21,17197,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2025,20250410_새만금 세계스카우트 잼버리대회 추진실태.pdf,새만금 세계스카우트 잼버리대회 추진실태,특정사안,문화/관광/체육,사회복지1과,관련,낮음(단순언급),정보시스템(3),3,111,545,551494,0,0,3,0,0,0,7,3,0,10,0,2,1,"록이없으나프로그램활동에참여한것으로나타났다.195)192)대회운영정보시스템인‘통합플랫폼’에서제공193)참가자의세계잼버리앱(App)미사용,",PDF,,
2025,20250408_서울특별시 중구시설관리공단 운영비위 등 관련.pdf,서울특별시 중구시설관리공단 운영비위 등 관련,국민제안,공직기강,국민제안1국1과,무관,,,0,,38,31420,0,0,0,0,0,0,1,0,0,0,0,0,0,,PDF,,
2025,20250325_방송통신위원회의 불법적 2인 구조 및 공영방송 이사 선임 과정 등에 대한 감사(국회감사요구).pdf,방송통신위원회의 불법적 2인 구조 및 공영방송 이사 선임 과정 등에 대한 감사(국회감사요구),국민제안,기타,행정안전4과,무관,,,0,,57,66394,0,0,0,0,0,0,1,0,0,2,0,4,1,,PDF,,
2025,20250318_광주광역시의 군사시설보호구역 내 불법 도로사용 및 도로개설사업 추진 관련.pdf,광주광역시의 군사시설보호구역 내 불법 도로사용 및 도로개설사업 추진 관련,국민제안,기타,국민제안1국3과,무관,,,0,,15,10945,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2025,20250313_경기도교육청 기관정기감사.pdf,경기도교육청 기관정기감사,기관정기,교육,사회복지5과,관련,중간,"정보시스템(4), 시스템운영(6)",10,2,120,107624,0,0,4,6,0,0,2,0,0,0,0,0,0,························59나.학교내민원처리시스템운영(중점4)······························,PDF,,
2025,20250311_공공재정 부정지출 점검Ⅰ.pdf,공공재정 부정지출 점검Ⅰ,특정사안,공직기강,재정회계2과,무관,,,0,,30,23310,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2025,20250306_정책자금 운영실태(한국산업은행의 부실여신 중심).pdf,정책자금 운영실태(한국산업은행의 부실여신 중심),특정사안,금융,산업금융3과,관련,낮음(단순언급),전산시스템(1),1,192,213,221654,0,1,0,0,0,0,2,0,0,0,0,0,2,"는의견을제시하였다.조치할사항한국산업은행회장은①재무제표가공시된즉시전산시스템에입력하여최신재무제표를근거로신용등급을결정하고,전결권및여신금리를산",PDF,,
2025,20250305_전주시의 종합리싸이클링타운 시설 운영에 대한 관리감독 관련.pdf,전주시의 종합리싸이클링타운 시설 운영에 대한 관리감독 관련,국민제안,지방자치단체,국민제안1국4과,무관,,,0,,26,23291,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2025,20250227_선거관리위원회 채용 등 인력관리실태.pdf,선거관리위원회 채용 등 인력관리실태,특정사안,공직기강,행정안전3과,관련,낮음(단순언급),정보시스템(2),2,201,387,441497,0,0,2,0,0,2,3,0,0,10,0,2,4,"공고함.한편경상북도관하구·시·군공무원이사용하는人사랑(지방인사행정정보시스템)의인사정보는‘경력사항’,‘임용시험’,‘포상’,‘징계’,‘교육훈",PDF,,
2025,20250226_국방부 기관정기감사.pdf,국방부 기관정기감사,기관정기,국방,외교국방2과,관련,중간,정보시스템(10),10,10,131,126599,0,0,10,0,0,1,2,0,0,0,0,0,0,4.1.1.개정전의것):선수선발및임무제한예규[기타]▪국방통합재정정보시스템:재정정보시스템1)이부분은감사결과지적된문제점의종합적이해를돕기위해,PDF,,
2025,20250225_건강보험심사평가원 정기감사.pdf,건강보험심사평가원 정기감사,기관정기,보건/복지,사회복지3과,관련,중간,"정보화사업(2), 전산시스템(1), 정보시스템(12)",15,4,140,139005,2,1,12,0,0,2,16,11,0,6,0,0,0,························81[표36]신규개발정보시스템(2020~2022년)·······················,PDF,,
2025,20250220_한국철도공사 정기감사.pdf,한국철도공사 정기감사,기관정기,교통/물류,공공기관3과,무관,,,0,,152,158411,0,0,0,0,0,1,2,0,0,8,0,0,3,,PDF,,
2025,20250219_화성시 정기감사.pdf,화성시 정기감사,기관정기,지방자치단체,지방행정1국4과,무관,,,0,,65,54628,0,0,0,0,0,0,0,0,0,2,0,0,0,,PDF,,
2025,20250218_교원 등의 사교육시장 참여 관련 복무실태 점검.pdf,교원 등의 사교육시장 참여 관련 복무실태 점검,특정사안,교육,사회복지4과,관련,낮음(단순언급),정보시스템(2),2,157,645,649492,0,0,2,0,0,0,7,0,4,21,0,5,0,원의강사등록과같이교육행정기관의업무를전자적으로처리할수있도록교육행정정보시스템(이하“NEIS”라한다)을구축･운영하고있다.2)관계법령및판단기준,PDF,,
2025,20250212_세종시문화관광재단 대표이사 임명 관련.pdf,세종시문화관광재단 대표이사 임명 관련,국민제안,기타,국민제안1국5과,무관,,,0,,21,15988,0,0,0,0,0,0,0,0,0,5,0,0,0,,PDF,,
2025,20250211_오송역세권지구 도시개발사업 개발계획ㆍ실시계획 변경업무 처리 관련.pdf,오송역세권지구 도시개발사업 개발계획ㆍ실시계획 변경업무 처리 관련,국민제안,지방자치단체,국민제안1국4과,무관,,,0,,11,5587,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2025,20250211_가스열펌프 대기오염물질 저감장치 부당 수의계약 관련.pdf,가스열펌프 대기오염물질 저감장치 부당 수의계약 관련,국민제안,기타,국민제안1국4과,무관,,,0,,20,16426,0,0,0,0,0,0,0,0,0,2,0,0,0,,PDF,,
2025,20250206_주요 발전설비 운영 및 관리 실태.pdf,주요 발전설비 운영 및 관리 실태,성과,산업자원,공공기관1과,관련,낮음(단순언급),"전산시스템(3), 시스템운영(1)",4,44,295,344224,0,3,0,1,0,0,11,1,2,3,0,0,1,었다.이는｢전력시장운영규칙｣제10.2.2조및[별표13]“계통운영시스템운영절차”7.4에따르면전력거래소는자료변환・통신장비고장을확인한경우발전,PDF,,
2025,20250204_시설물 안전점검·진단제도 운영실태.pdf,시설물 안전점검·진단제도 운영실태,성과,건설/주택,국토환경5과,관련,중간,정보시스템(10),10,10,125,117841,0,0,10,0,0,0,1,0,0,3,0,0,1,통부가시설물의안전및유지관리에관한정보를체계적으로관리하기위하여구축한정보시스템으로2003년부터국토안전관리원이수탁운영하고있음⚫CEMS:건설엔지,PDF,,
2025,20250121_4차 산업혁명 대응점검Ⅱ(자율주행 인프라 구축 실태).pdf,4차 산업혁명 대응점검Ⅱ(자율주행 인프라 구축 실태),성과,교통/물류,미래전략감사3과,무관,,,0,,48,39532,0,0,0,0,0,0,0,2,0,0,0,0,3,,PDF,,
2025,20250114_지방자치단체 주요 재정투자사업 추진실태(별도처리).pdf,지방자치단체 주요 재정투자사업 추진실태(별도처리),특정사안,지방재정,지방행정1국1과,무관,,,0,,108,111344,0,0,0,0,0,0,0,0,0,2,0,0,0,,PDF,,
2025,20250109_부산지방국세청 정기감사.pdf,부산지방국세청 정기감사,기관정기,국세,재정경제4과,관련,낮음(단순언급),전산시스템(2),2,68,70,61520,0,2,0,0,0,1,10,0,0,0,0,0,0,11.30.(2건)과2021.11.15.(9건)2차례걸쳐국세행정전산시스템에서만‘조사의뢰’로기재하여결재상신하였다.6)5)각기획점검계획에따,PDF,,
2025,20250107_대한무역투자진흥공사 정기감사.pdf,대한무역투자진흥공사 정기감사 ,기관정기,금융,공공기관4과,관련,중간,"전산시스템(8), 정보시스템(1)",9,45,88,90503,0,8,1,0,0,7,9,0,0,3,2,0,13,"74-킨텍스3단계건립사업-20,00020,000---대외경제통합정보시스템구축-6,5166,516---투자유치활동비(21)1,5684,0",PDF,,
2024,20241231_제주지역 건설사업 추진실태.pdf,제주지역 건설사업 추진실태,특정사안,건설/주택,지방건설안전감사과,무관,,,0,,69,62073,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241226_충청남도 정기감사.pdf,충청남도 정기감사,기관정기,지방자치단체,지방행정2국1과,관련,낮음(단순언급),정보시스템(1),1,33,111,97339,0,0,1,0,0,0,0,0,0,1,0,1,0,전자문서로공적심사의결서검토38)를요청한데대하여징계대장또는지방인사정보시스템(새올행정시스템내인사랑)을검색해보거나부서내징계업무담당자에게징계이,PDF,,
2024,20241219_율현터널 내 안전대책 수립업무 관련.pdf,율현터널 내 안전대책 수립업무 관련,국민제안,교통/물류,국민제안1국2과,무관,,,0,,17,11552,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241217_울산 남구청장 등의 공무출장 관련 사항.pdf,울산 남구청장 등의 공무출장 관련 사항,국민제안,공직기강,국민제안1국5과,무관,,,0,,16,11591,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241203_노원구·송파구 정기감사.pdf,노원구·송파구 정기감사,기관정기,지방자치단체,지방행정1국2과,무관,,,0,,28,21789,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241202_변상판정 조사 및 처리.pdf,변상판정 조사 및 처리,기타(서면),기타,사회복지5과,무관,,,0,,14,10609,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241128_관세청 정기감사.pdf,관세청 정기감사,기관정기,관세,재정경제4과,관련,중간,"정보화사업(1), 정보시스템(1), 시스템운영(3)",5,21,61,94827,1,0,1,3,0,5,35,24,11,2,0,1,0,"의미4)서비스장애예방활동과장애발생시신속한복구,시스템구성변경,신규정보화사업추진등의사유로발생하는시스템변경에따른영향도분석과변경계획등을요청하는",PDF,,
2024,20241126_국고보조금 편성 및 관리실태.pdf,국고보조금 편성 및 관리실태,국민제안,재정,재정경제1과,관련,중간,"정보시스템(7), 시스템운영(1)",8,16,126,133570,0,0,7,1,0,1,1,3,0,1,0,0,8,보조금과연구개발비중복수령문제발생)보조금시스템과국가연구개발사업통합정보시스템이서로연계되지않아보조사업과연구개발사업을동시에수행하는사업자가동일한,PDF,,
2024,20241125_의성군 지역특화 스포츠산업 육성사업 운영 관련.pdf,의성군 지역특화 스포츠산업 육성사업 운영 관련,국민제안,지방자치단체,국민제안1국2과,무관,,,0,,17,13552,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241119_SOC Ⅳ-2 철도(시공단계) 건설사업관리 실태.pdf,SOC Ⅳ-2 철도(시공단계) 건설사업관리 실태,성과,교통/물류,국토환경2과,무관,,,0,,48,40489,0,0,0,0,0,1,0,0,0,0,0,0,0,,PDF,,
2024,20241119_SOC Ⅳ-1 철도(설계단계) 건설사업관리 실태.pdf,SOC Ⅳ-1 철도(설계단계) 건설사업관리 실태,성과,교통/물류,국토환경2과,무관,,,0,,101,85593,0,0,0,0,0,0,0,1,0,0,0,0,0,,PDF,,
2024,20241107_법원 노동조합 전임자 급여 지급실태 점검.pdf,법원 노동조합 전임자 급여 지급실태 점검,특정사안,노동,행정안전2과,무관,,,0,,21,18490,0,0,0,0,0,0,3,0,0,0,0,0,0,,PDF,,
2024,20241105_서울특별시학교안전공제회 이사장 임명 관련.pdf,서울특별시학교안전공제회 이사장 임명 관련,국민제안,기타,국민제안1국1과,무관,,,0,,22,18263,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241031_구미시ㆍ대구광역시 남구 정기감사.pdf,구미시ㆍ대구광역시 남구 정기감사,기관정기,지방자치단체,지방행정2국4과,무관,,,0,,44,37319,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241029_금융감독원의 백내장 실손보험금 지급 분쟁조정 업무처리 관련.pdf,금융감독원의 백내장 실손보험금 지급 분쟁조정 업무처리 관련,국민제안,금융,국민제안1국4과,무관,,,0,,18,12921,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241022_충청북도의 청남대 불법 운영 관련 사항.pdf,충청북도의 청남대 불법 운영 관련 사항,국민제안,문화/관광/체육,국민제안1국1과,무관,,,0,,28,23083,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241017_공직비리 직무감찰Ⅱ.pdf,공직비리 직무감찰Ⅱ,특정사안,공직기강,,무관,,,0,,48,46215,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20241008_변상판정 청구사항 조사 및 처리.pdf,변상판정 청구사항 조사 및 처리,기타(서면),기타,국토환경1과,무관,,,0,,31,24995,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240926_변상판정 청구사항 등 조사 및 처리.pdf,변상판정 청구사항 등 조사 및 처리,기타(서면),기타,지방행정2국3과,무관,,,0,,38,29832,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240924_한국건강가정진흥원의 정보시스템 부실 구축 등 관련.pdf,한국건강가정진흥원의 정보시스템 부실 구축 등 관련,국민제안,정보통신,국민제안1국1과,관련,높음(제목일치),"정보화사업(19), 정보시스템(87), 시스템운영(5)",111,1,41,41471,19,0,87,5,0,22,8,21,1,9,0,1,0,국민제안감사감사보고서-한국건강가정진흥원의정보시스템부실구축등관련-2024.9.감사원,PDF,,
2024,20240919_해군본부 기관정기감사.pdf,해군본부 기관정기감사,기관정기,국방,외교국방2과,관련,낮음(단순언급),정보시스템(2),2,33,95,112161,0,0,2,0,0,1,0,0,0,0,0,0,0,"금수준으로수익금배분을위한연구용역(2022년11월)에서임금근로시간정보시스템(노동부제공)상전문서비스관리직의연간급여123,367천원과연간퇴직",PDF,,
2024,20240912_대통령실·관저의 이전과 비용 사용 등에 있어 불법 의혹 관련.pdf,대통령실·관저의 이전과 비용 사용 등에 있어 불법 의혹 관련,국민제안,기타,행정안전1과,관련,낮음(단순언급),전산시스템(1),1,125,186,180060,0,1,0,0,0,0,4,0,0,0,0,0,0,"0.위기관리센터구축사업㈜1,8751,8602022.4.20.전산시스템등구축사업㈜3,8004,1002022.5.12.2층회의실음향",PDF,,
2024,20240911_방송문화진흥회의 MBC 방만 경영에 대한 관리·감독 해태 관련 국민감사청구사항.pdf,방송문화진흥회의 MBC 방만 경영에 대한 관리·감독 해태 관련 국민감사청구사항,국민제안,기타,행정안전2과,무관,,,0,,101,105854,0,0,0,0,0,0,0,0,0,4,0,3,0,,PDF,,
2024,20240909_국방기술품질원 정기감사.pdf,국방기술품질원 정기감사,기관정기,국방,외교국방3과,관련,중간,정보시스템(7),7,53,60,52099,0,0,7,0,0,0,0,4,0,0,1,0,0,"율성을가지고운영되고있어,설립초기인국기연의조직및인력운영,청사임차및정보시스템구축등기관운영의적정여부를점검하였다.1)조직운영관련방사청은2020",PDF,,
2024,20240905_공직비리 직무감찰Ⅱ-1.pdf,공직비리 직무감찰Ⅱ-1,특정사안,공직기강,,무관,,,0,,25,22175,0,0,0,0,0,0,0,0,0,3,0,0,0,,PDF,,
2024,20240903_곡성군 청사신축 부당한 설계변경 및 과다 예산증액 의혹 관련.pdf,곡성군 청사신축 부당한 설계변경 및 과다 예산증액 의혹 관련,국민제안,건설/주택,국민제안1국3과,무관,,,0,,19,13935,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240902_그랜드코리아레저(주) 임직원 등 청탁금지법 위반 관련 공익감사청구.pdf,그랜드코리아레저(주) 임직원 등 청탁금지법 위반 관련 공익감사청구,국민제안,공직기강,국민제안1국5과,무관,,,0,,22,17225,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240829_입찰담합사건 손해배상청구소송 미제기 관련.pdf,입찰담합사건 손해배상청구소송 미제기 관련,국민제안,재정,국민제안1국3과,무관,,,0,,22,19695,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240827_공적개발원조 정보화사업 등 추진실태.pdf,공적개발원조 정보화사업 등 추진실태 ,특정사안,외교,외교국방1과,관련,높음(제목일치),"정보화사업(20), 정보시스템(193), 시스템운영(10), 시스템유지관리(1)",224,1,132,129199,20,0,193,10,1,82,4,7,5,2,0,4,15,특정사안감사감사보고서공적개발원조정보화사업등추진실태2024.7.감사원,PDF,,
2024,20240813_서민주거 안정시책 추진실태.pdf,서민주거 안정시책 추진실태,성과,건설/주택,국토환경1과,관련,중간,"전산시스템(2), 정보시스템(3)",5,37,60,60194,0,2,3,0,0,0,3,0,0,0,0,0,0,"고등을관리하기위해렌트홈시스템을새롭게구축하였고,위시스템에주택임대차정보시스템50)(이하“RHMS”라한다)을연계하였는바,RHMS에는확정일자가",PDF,,
2024,20240808_한국토지주택공사 전관특혜 실태.pdf,한국토지주택공사 전관특혜 실태,국민제안,건설/주택,공공기관2과,관련,낮음(단순언급),정보시스템(1),1,81,254,256352,0,0,1,0,0,0,2,0,0,6,0,0,0,및A-5지구감리업체에대한우수통지서발급시지역본부담당자는LH건설기술정보시스템(이하“COTIS”라한다)를통해품질우수/미흡통지서발급여부확인은가,PDF,,
2024,20240806_지방자치단체 주요 재정투자사업 추진실태.pdf,지방자치단체 주요 재정투자사업 추진실태,특정사안,지방재정,지방행정1국1과,관련,낮음(단순언급),정보시스템(2),2,76,134,118688,0,0,2,0,0,0,0,0,0,2,0,0,0,",‘고흥군여행참가자수’는국가통계포털에해당자료가없다는이유로관광지식정보시스템5)의자료를사용하는등서로다른기준으로작성된통계를사용하여점유율을4.",PDF,,
2024,20240801_화물자동차 안전운행 관리실태.pdf,화물자동차 안전운행 관리실태,성과,교통/물류,국토환경1과,무관,,,0,,32,28248,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240730_차세대 사회보장정보시스템 구축사업 추진실태.pdf,차세대 사회보장정보시스템 구축사업 추진실태,성과,보건/복지,사회복지1과,관련,높음(제목일치),"정보화사업(21), 전산시스템(1), 정보시스템(213), 시스템운영(3)",238,1,176,193376,21,1,213,3,0,24,2,108,9,0,3,10,3,성과감사감사보고서차세대사회보장정보시스템구축사업추진실태2024.7.감사원,PDF,,
2024,20240725_소상공인 등 지원사업 추진실태(코로나19 피해 지원 중심).pdf,소상공인 등 지원사업 추진실태(코로나19 피해 지원 중심),성과,보건/복지,산업금융1과,관련,중간,"전산시스템(2), 정보시스템(2), 시스템운영(2)",6,99,254,280781,0,2,2,2,0,0,11,0,15,1,0,0,0,"조제3항에따라중기부로부터재난지원금등의지급업무를위탁받은소진공은관련전산시스템을운영·관리하면서재난지원금등의지급신청을접수한후지급하며,재난지원금",PDF,,
2024,20240718_자동차보험 입원료 등 진료수가 심사 업무 관련.pdf,자동차보험 입원료 등 진료수가 심사 업무 관련,국민제안,보건/복지,사회복지3과,무관,,,0,,13,10600,0,0,0,0,0,0,3,0,0,0,0,0,0,,PDF,,
2024,20240716_외국인 인력도입 및 체류관리 실태.pdf,외국인 인력도입 및 체류관리 실태 ,성과,노동,미래전략감사2과,무관,,,0,,177,173404,0,0,0,0,0,0,2,1,0,0,0,0,11,,PDF,,
2024,20240711_세종시-조치원 연결도로 확장공사의 설계 위법 등 관련 사항.pdf,세종시-조치원 연결도로 확장공사의 설계 위법 등 관련 사항,국민제안,교통/물류,국민제안1국4과,무관,,,0,,19,12874,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240709_울진마린CC 조성사업과 운영사 선정 등 관련.pdf,울진마린CC 조성사업과 운영사 선정 등 관련,국민제안,지방자치단체,국민제안1국1과,무관,,,0,,22,18082,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240702_고창군 토석채취업체의 위법행위 등 관련 사항.pdf,고창군 토석채취업체의 위법행위 등 관련 사항,국민제안,지방자치단체,국민제안1국1과,무관,,,0,,30,24459,0,0,0,0,0,0,1,0,0,0,0,0,0,,PDF,,
2024,20240627_산사태·산불 등 산림재난 대비실태.pdf,산사태·산불 등 산림재난 대비실태,특정사안,산업자원,산업금융2과,관련,높음,"정보시스템(25), 시스템운영(1)",26,3,97,91976,0,0,25,1,0,0,2,0,0,1,0,0,0,···················42[표18]취약지역관련산사태정보시스템상입력항목(2023년12월기준)·················4,PDF,,
2024,20240625_임차보증금 망실통보사항 조사 및 처리.pdf,임차보증금 망실통보사항 조사 및 처리,기타(서면),기타,국토환경3과,무관,,,0,,11,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240620_청주시 정기감사.pdf,청주시 정기감사,기관정기,지방자치단체,지방행정2국1과,무관,,,0,,50,48119,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240619_용인시 은화삼지구 지구단위계획 입안 및 결정 관련.pdf,용인시 은화삼지구 지구단위계획 입안 및 결정 관련,국민제안,지방자치단체,국민제안1국3과,무관,,,0,,19,13878,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240618_하천 범람에 따른 지하공간 침수 대비실태.pdf,하천 범람에 따른 지하공간 침수 대비실태,성과,환경,국토환경3과,관련,낮음(단순언급),정보시스템(1),1,29,46,42407,0,0,1,0,0,0,0,0,0,0,0,0,1,"에는국가환경정보센터의시가화건조지역면적자료,사회기반시설에는한국토지정보시스템의도로･철도면적자료를활용25)치수단위구역명=하천코드+하천명+좌/",PDF,,
2024,20240613_동해시 불법건축물 합법화 등 관련 사항.pdf,동해시 불법건축물 합법화 등 관련 사항,국민제안,기타,국민제안1국4과,무관,,,0,,14,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240611_변상판정 청구사항 조사 및 처리.pdf,변상판정 청구사항 조사 및 처리,기타(서면),기타,국토환경4과,무관,,,0,,17,12160,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240610_한국언론진흥재단의 규정 위반과 신문 공동수송노선 사업 관련(국회감사요구).pdf,한국언론진흥재단의 규정 위반과 신문 공동수송노선 사업 관련(국회감사요구),국민제안,기타,행정안전4과,무관,,,0,,40,34105,0,0,0,0,0,0,0,0,0,0,0,0,2,,PDF,,
2024,20240604_주요 재정관리제도 운영실태.pdf,주요 재정관리제도 운영실태,특정사안,재정,재정경제1과,관련,낮음(단순언급),"정보시스템(1), 시스템운영(3)",4,74,121,131999,0,0,1,3,0,6,1,0,0,0,0,0,9,-70-성하지않을경우시스템운영이어려운실정이었다.특히여주공공하수처리장에시공된지능형스마트센서12,PDF,,
2024,20240603_병무청 정기감사.pdf,병무청 정기감사,기관정기,국방,외교국방3과,무관,,,0,,51,41677,0,0,0,0,0,0,7,0,0,0,0,0,0,,PDF,,
2024,20240530_2023회계연도 국가결산검사.zip,2023회계연도 국가결산검사,재무,재정,재정회계1과,관련,높음,"정보화사업(63), 전산시스템(2), 정보시스템(69), 시스템운영(5)",139,10,1668,1273613,63,2,69,5,0,180,31,56,1,17,2,83,50,주요재정사업감사결과201.지방교육재정교부금제도운영실태202.지능정보화사업추진실태32(지능정보사회실행계획추진체계를중심으로)3.신재생에너지,ZIP,2023회계연도 국가결산검사보고서(제1권).pdf | 2023회계연도 국가결산검사보고서(제2권).pdf | 2023년 감사원 종합감사(공개문).pdf,
2024,20240528_한국콘텐츠진흥원의 위탁용역 관련 전·현직 직원 간의 유착 의혹에 대한 감사(국회감사요구).pdf,한국콘텐츠진흥원의 위탁용역 관련 전·현직 직원 간의 유착 의혹에 대한 감사(국회감사요구),국민제안,기타,국민제안1국1과,무관,,,0,,20,14694,0,0,0,0,0,0,2,0,0,0,0,0,0,,PDF,,
2024,20240528_한국콘텐츠진흥원의 교육용 게임콘텐츠 개발용역 관련 사항(국회감사요구).pdf,한국콘텐츠진흥원의 교육용 게임콘텐츠 개발용역 관련 사항(국회감사요구),국민제안,기타,국민제안1국1과,관련,낮음(단순언급),"정보화사업(1), 정보시스템(1)",2,11,34,34835,1,0,1,0,0,1,0,2,0,2,0,0,3,"템(에듀넷),교육행정정보시스템[나이스(NEIS)]등교육및학술연구정보화사업을추진11)ICT(InformationandCommunicati",PDF,,
2024,"20240527_수영구, 강서구 정기감사.pdf","수영구, 강서구 정기감사",기관정기,지방자치단체,지방행정2국3과,관련,낮음(단순언급),정보시스템(1),1,38,49,40950,0,0,1,0,0,0,0,18,0,0,0,0,0,",고정밀데이터구축-수집데이터,참여데이터를수집서버를통하여관리-상가정보시스템내휴폐업정보연동미이행4)제공-스마트타운플랫폼을활용한정보제공미이행",PDF,,
2024,20240523_지능정보화사업 추진실태(지능정보사회 실행계획 추진체계를 중심으로).pdf,지능정보화사업 추진실태(지능정보사회 실행계획 추진체계를 중심으로),성과,정보통신,재정경제2과,관련,높음(제목일치),"정보화사업(135), 전산시스템(1), 정보시스템(149), 시스템운영(11)",296,1,158,175863,135,1,149,11,0,284,17,13,2,14,1,83,35,성과감사감사보고서-지능정보화사업추진실태-(지능정보사회실행계획추진체계를중심으로)2024.4.감사,PDF,,
2024,20240521_공직비리 직무감찰Ⅰ.pdf,공직비리 직무감찰Ⅰ,특정사안,공직기강,,무관,,,0,,68,59759,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240514_폐기물 처리 및 관리실태(사업장폐기물 처리시설 중심으로).pdf,폐기물 처리 및 관리실태(사업장폐기물 처리시설 중심으로),성과,환경,국토환경5과,무관,,,0,,79,73182,0,0,0,0,0,0,4,0,0,1,0,0,0,,PDF,,
2024,20240513_방송통신심의위원회의 부적절한 업무처리 관련(공익감사청구).pdf,방송통신심의위원회의 부적절한 업무처리 관련(공익감사청구),국민제안,정보통신,행정안전4과,무관,,,0,,43,38737,0,0,0,0,0,0,0,0,0,3,0,0,2,,PDF,,
2024,20240509_2023년 공직비리 기동감찰 Ⅰ.pdf,2023년 공직비리 기동감찰 Ⅰ,특정사안,공직기강,,무관,,,0,,78,74702,0,0,0,0,0,1,2,0,0,1,0,0,1,,PDF,,
2024,20240508_중이온가속기 시설건설사업 비리 등 관련.pdf,중이온가속기 시설건설사업 비리 등 관련,국민제안,과학기술,국민제안1국4과,관련,높음,정보시스템(38),38,2,24,18469,0,0,38,0,0,0,10,0,0,0,11,54,0,······················103.중이온가속기연구소정보시스템이중화미구성(주의·통보)··········19,PDF,,
2024,20240502_주요 SOC(항만) 건설사업관리실태 Ⅲ.pdf,주요 SOC(항만) 건설사업관리실태 Ⅲ,성과,건설/주택,국토환경1과,관련,낮음(단순언급),정보시스템(2),2,11,262,273128,0,0,2,0,0,0,4,0,0,0,0,0,3,206185181221-1.1주:1.2022년물동량은해운항만물류정보시스템(PORT-MIS)자료임2.연평균증가율은1999∼2022년의증가,PDF,,
2024,20240425_한국공항공사 정기감사.pdf,한국공항공사 정기감사,기관정기,교통/물류,공공기관3과,무관,,,0,,47,36992,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2024,20240424_공공기관 회계처리 적정성 점검.pdf,공공기관 회계처리 적정성 점검,재무,재정,재정회계3과,관련,낮음(단순언급),정보시스템(2),2,13,30,30310,0,0,2,0,0,0,0,0,0,1,0,0,0,"업정원에직급별대표호봉을적용하였고,2020∼2022년의경우공단경영정보시스템에입력된직원별수탁사업수행비율과직원별인건비를적용하여산출한추정치임7",PDF,,
2024,20240422_한국도로공사 정기감사.pdf,한국도로공사 정기감사,기관정기,교통/물류,공공기관2과,관련,낮음(단순언급),정보시스템(1),1,28,28,21628,0,0,1,0,0,0,0,0,0,0,1,0,1,-26-관계기관의견한국도로공사는감사결과를수용하면서토지정보시스템을활용하여환매권유지관리필요성등을포함한전반적인환매권발생요건및시점등,PDF,,
2024,20240416_한전공대 설립 적법성 등 관련.pdf,한전공대 설립 적법성 등 관련,국민제안,교육,국민제안1국1과,무관,,,0,,31,24104,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
